id,name,slug,product_sku,is_published,description,image_url,score,price,stock,calories,protein,carbs,fats,fiber,sugar,ingredients,created_at,updated_at,old_price,raw_category,category_Detox,category_EnergyDrinks,category_HealthySnacks,category_OrganicFoods,category_Supplements,category_Vitamins,category_WeightLoss,allergen_lactose,allergen_may contain traces of nuts,allergen_none,allergen_fish,allergen_dairy,allergen_eggs,allergen_gluten,allergen_nuts,allergen_soy,cluster_0,cluster_1,cluster_2,cluster_3,health_score
06264b42-f629-4b4d-9d89-532b5e5e214f,Ashwagandha 20,ashwagandha-20,,1,Ashwagandha 20 - Premium quality.,,4,0.44135366718759306,917,0.392320355421796,0.994963503179957,0.9676687970244379,0.8474954948259875,0.9805790264997009,0.7466096449557734,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,OrganicFoods,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.010882965523899224
06423e33-68cb-4db3-9fb6-66a17c03eedd,Turmeric Capsules 1,turmeric-capsules-1,,1,Turmeric Capsules 1 - Premium quality.,,3,0.4283746961758219,113,0.9072726276115775,0.9792264361027441,0.9521851354989413,0.994963503179957,0.31992323303744613,0.9933507113510024,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,-1.5964371730023466
06a56893-5d1f-48e2-b65d-12b0aa83d926,Detox Capsules 10,detox-capsules-10,,1,Detox Capsules 10 - Premium quality.,,3,0.9840776983062878,436,0.8714652024729104,0.9042486604437607,0.9978439716109563,0.1762914343888821,0.8723772382265289,0.7928859131524942,Sample ingredients,2025-04-16 22:19:13,2025-07-01 14:02:04,,EnergyDrinks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.06401665134399703
07483701-efdc-44e2-bdff-a165e413c46d,Matcha Powder 7,matcha-powder-7,,1,Matcha Powder 7 - Premium quality.,,4,0.33499254717634974,619,0.16437181860439876,0.8474954948259875,0.9296527415680409,0.7205846872952778,0.20184908658209982,0.7292305501170816,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.5648424746086709
075cf327-8b9d-474b-bbc7-bc58b09a258f,Collagen Powder 2,collagen-powder-2,,1,Collagen Powder 2 - Premium quality.,,3,0.911293581952364,749,0.3394190830558703,0.9114134941872085,0.7296225131497025,0.5288743031666462,0.9487794636410023,0.18665241123894336,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,Vitamins,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8052471603667508
076cb5b3-bd33-4c31-914d-01ef6655c6d2,Herbal Detox 14,herbal-detox-14,,1,Herbal Detox 14 - Premium quality.,,4,0.7883853413950468,344,0.7158530038177766,0.2794153127047222,0.8871587529039012,0.7743279387529455,0.8865852597665356,0.7106519766445111,Sample ingredients,2025-04-16 22:19:12,2025-07-01 14:02:04,,EnergyDrinks,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1.0348323467439753
07ad1db2-2910-4d68-8b20-917363713cd3,Detox Capsules 11,detox-capsules-11,,1,Detox Capsules 11 - Premium quality.,,4,0.49685523143553545,440,0.8109513222943636,0.6887513471002596,0.8199546729298165,0.8564204378649686,0.8723772382265289,0.6200458888731157,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,OrganicFoods,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.7262890637056595
07e23c1d-9b99-442a-9571-711ed04e6f4a,Collagen Powder 20,collagen-powder-20,,1,Collagen Powder 20 - Premium quality.,,3,0.21800806388853755,925,0.7293372723277074,0.8382459381141666,0.8835170022161242,0.9444905277071527,0.521772319619546,0.778326556204762,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,Vitamins,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-1.0921360985059096
082ba1d3-4402-4a90-8ad7-50db1d355c76,Keto Bar 11,keto-bar-11,,1,Keto Bar 11 - Premium quality.,,4,0.054169801367127235,666,0.5807593827831006,0.6712040604371053,0.6596842761989657,0.8650427814891417,0.8723772382265289,0.4824894837218527,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,-0.38471034933046067
08320091-48a8-4dc7-a269-864714afa9dd,Biotin 5,biotin-5,,1,Biotin 5 - Premium quality.,,4,0.40793295320775824,316,0.7780147119322021,0.3525828687777642,0.6886177335457992,0.3525828687777642,0.9487794636410023,0.9795383243914376,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,-0.8087735726826375
0875bd33-ecc7-40d7-a668-fb4c788aca33,Immune Gummies 9,immune-gummies-9,,1,Immune Gummies 9 - Premium quality.,,4,0.5950667663396367,258,0.5393694189252802,0.918382006208717,0.9725935332246339,0.3525828687777642,0.5666620267290894,0.55995723371683,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.03313451151793201
08d34a09-72cb-4d80-8c5c-725ec50c6c8a,Whey Protein 10,whey-protein-10,,1,Whey Protein 10 - Premium quality.,,3,0.43404981441398505,147,0.0,0.7619189031733016,0.9867297885250814,0.797465225780268,0.7236214062016458,0.6906959960353909,Sample ingredients,2025-04-16 22:19:11,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.002620912440711609
08e53006-1412-4793-a472-0aee1b543d82,L-Glutamine 6,l-glutamine-6,,1,L-Glutamine 6 - Premium quality.,,4,0.49164241368169104,139,0.7192628700317638,0.2794153127047222,0.6974630051635802,0.6712040604371053,0.9487794636410023,0.9495872064079017,Sample ingredients,2025-04-16 22:19:13,2025-07-01 14:02:04,,EnergyDrinks,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.1118593605310465
0997f1f8-d20f-46c4-9861-9b8c36e481c5,Protein Cookie 6,protein-cookie-6,,1,Protein Cookie 6 - Premium quality.,,4,0.9457622077665737,854,0.17029909525667386,0.0,0.9750145535549487,0.0,0.841695552656992,0.9649789674437054,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,Vitamins,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-0.2935825100433872
09ab2d51-e9b7-4406-a049-ddc2a9f77aef,Vitamin C 12,vitamin-c-12,,1,Vitamin C 12 - Premium quality.,,5,0.8188850103452534,801,0.4232604730483389,0.7743279387529455,0.9236334915818912,0.7743279387529455,0.9999999999999999,0.6457112531348924,Sample ingredients,2025-04-16 22:19:11,2025-06-28 13:12:03,,Supplements,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.06897172618323133
0a12cae9-8480-4453-b708-8d108b3a6c80,L-Glutamine 3,l-glutamine-3,,1,L-Glutamine 3 - Premium quality.,,4,0.9712312713607683,560,0.29733244461685593,0.9382103375621837,0.7220189587716063,0.6523558257806837,0.4686790650623293,0.819836637888477,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.3626355056615036
0a17fbc3-1b19-4383-88e6-7c1941f9abf0,Prebiotic Capsules 6,prebiotic-capsules-6,,1,Prebiotic Capsules 6 - Premium quality.,,4,0.568958829634375,718,0.7613495084707786,0.9506193731418277,0.613898019286257,0.6098681622198213,0.9130768489276448,0.55995723371683,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.06747868233795751
0a47208a-44be-4c83-a1db-69be11c91f66,Ashwagandha 10,ashwagandha-10,,1,Ashwagandha 10 - Premium quality.,,3,0.4226276379046068,305,0.5048745230149951,0.0,0.9467678767049003,0.45570674709360426,0.841695552656992,0.55995723371683,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,OrganicFoods,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.6788429511684374
0a6cbdf7-ddfb-42fc-a1ef-f32021719879,Coconut Water 4,coconut-water-4,,1,Coconut Water 4 - Premium quality.,,4,0.9271954962808222,448,0.3513007545067126,0.8082896158713685,0.9440075965061615,0.89687612168416,0.8723772382265289,0.8773484072743343,Sample ingredients,2025-04-16 22:19:11,2025-06-28 13:12:03,,Detox,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.44485842936730957
0a787297-a707-46c3-ade4-8a6057f3804b,Whey Protein 8,whey-protein-8,,1,Whey Protein 8 - Premium quality.,,4,0.2847492631734969,679,0.36666145043017173,0.6712040604371053,0.8871587529039012,0.3525828687777642,0.521772319619546,0.778326556204762,Sample ingredients,2025-04-16 22:19:11,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,-0.3045944953560466
0ac0346b-98c3-4748-906d-b90564bb674a,Turmeric Capsules 13,turmeric-capsules-13,,1,Turmeric Capsules 13 - Premium quality.,https://gamifylaravelbucket.s3.amazonaws.com/products_images/nWA39znMSTCUT83FI8WPmMjnTGCH0U6ucVVp2eF6.webp,4,0.981462437001275,330,0.5393694189252802,0.7051657375555284,0.9355092890383155,0.6098681622198213,0.7469303770589024,0.29583707248290936,Sample ingredients,2025-04-16 22:19:12,2025-07-01 14:02:04,,EnergyDrinks,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.007021460986419981
0b045add-e43a-4860-bee9-5fa093a18b41,Biotin 11,biotin-11,,1,Biotin 11 - Premium quality.,,5,0.5951765817623595,391,0.46444069554038037,0.9382103375621837,0.5195737064824407,0.8733823738022095,0.6055472597462994,0.5916741449658187,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,Supplements,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.3857396169999254
0bb127c2-6e15-4436-aa7b-6c616b3b0bf9,Energy Bar 1,energy-bar-1,,1,Energy Bar 1 - Premium quality.,,4,0.5116156433166004,766,0.8095692382851845,0.9114134941872085,0.8295864392961818,0.8892834749245435,0.7685111133111893,0.806698300112059,Sample ingredients,2025-04-16 22:19:11,2025-06-28 13:12:03,,Vitamins,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,-0.8256264058233892
0bddd893-3183-460b-8b59-aa79e9467c79,Whey Protein 11,whey-protein-11,,1,Whey Protein 11 - Premium quality.,,4,0.6797719469058174,201,0.740807410216189,0.9845810502602507,0.9521851354989413,0.4093360343955374,0.521772319619546,0.915882961356025,Sample ingredients,2025-04-16 22:19:11,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,-0.5596730360879547
0c099aa7-8058-48cb-8be5-9e2047416307,Vegan Gummies 19,vegan-gummies-19,,1,Vegan Gummies 19 - Premium quality.,,3,0.6811365701007008,20,0.2928944627336467,0.9624510309975854,0.9956662742319112,0.8733823738022095,0.9703601998932891,0.3733048224778867,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,Detox,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3932295718771315
0c34f968-d3c0-4e68-ae47-722257bc3a15,Pre-Workout Booster 2,pre-workout-booster-2,,1,Pre-Workout Booster 2 - Premium quality.,,4,0.6281001322367252,630,0.15227310341340328,0.6319981814824864,0.6379982859432912,0.9845810502602507,0.521772319619546,0.8667869552683445,Sample ingredients,2025-04-16 22:19:12,2025-07-01 14:02:04,,EnergyDrinks,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8498706078399659
0c57192e-3db1-4eb8-a462-894a92125677,Coconut Water 5,coconut-water-5,,1,Coconut Water 5 - Premium quality.,,5,0.8966243532785285,630,0.8311796901766433,0.6319981814824864,0.9236334915818912,0.6887513471002596,0.7886022980997754,0.8323636643738358,Sample ingredients,2025-04-16 22:19:11,2025-06-28 13:12:03,,Detox,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-0.931694222068477
0d1035ac-f9b4-44f0-a52c-29172c6e8c3f,Almond Protein 6,almond-protein-6,,1,Almond Protein 6 - Premium quality.,,4,0.8965113912820566,604,0.5713638053409829,0.925164668913849,0.9934664678721488,0.8186720687910748,0.7886022980997754,1.0,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,Supplements,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.6762689071184332
0d1ff3b6-019c-4d31-9573-9511b0336f28,Biotin 2,biotin-2,,1,Biotin 2 - Premium quality.,,5,0.9573685493150796,942,0.8081828149156405,0.9624510309975854,0.9383792523906672,0.925164668913849,0.40369817316419965,0.8557943061997395,Sample ingredients,2025-04-16 22:19:12,2025-07-01 14:02:04,,EnergyDrinks,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,-1.222992585867444
0d2f6d28-3f9e-4d4e-bb2d-3dd1e63bdc1a,Protein Bar 7,protein-bar-7,,1,Protein Bar 7 - Premium quality.,,4,0.8701717901060437,290,0.19879772373562687,0.0,0.7824103183150795,0.5288743031666462,0.9254704927837457,0.915882961356025,Sample ingredients,2025-04-16 22:19:13,2025-07-01 14:02:04,,EnergyDrinks,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.7180844954745523
0db41414-2493-444b-9d63-365248c50599,Vegan Protein 15,vegan-protein-15,,1,Vegan Protein 15 - Premium quality.,,3,0.706742705176117,588,0.2793064527735851,0.9317711384854058,0.8643293348478939,0.7051657375555284,0.9805790264997009,0.3733048224778867,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,OrganicFoods,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5545731521781064
0deeb637-39da-49c6-8062-11b3a029a1e2,Detox Capsules 17,detox-capsules-17,,1,Detox Capsules 17 - Premium quality.,,3,0.468430988160216,216,0.801184641812964,0.8733823738022095,0.9205599781297086,0.0,0.5666620267290894,0.906753866493523,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,Vitamins,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.2678941077751881
0df03677-4316-4355-a2ca-c49ec6fe436d,Immune Gummies 5,immune-gummies-5,,1,Immune Gummies 5 - Premium quality.,,4,0.11507129994236065,935,0.8821633820506467,0.8082896158713685,0.8248240703312607,0.994963503179957,0.9999999999999999,0.95739304303974,Sample ingredients,2025-04-16 22:19:13,2025-06-28 13:12:03,,WeightLoss,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.0262303123989753
0df59e6b-14bb-4ef1-bef8-6f02977d1c0a,Apple Cider Vinegar 17,apple-cider-vinegar-17,,1,Apple Cider Vinegar 17 - Premium quality.,,4,0.6195446989718789,910,0.3272088448233801,0.8082896158713685,0.9626295218680472,0.8650427814891417,0.7886022980997754,0.7928859131524942,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.3882456254938721
0e070ee6-fb5d-4328-8726-41aa5aa59313,Electrolyte Mix 13,electrolyte-mix-13,,1,Electrolyte Mix 13 - Premium quality.,,4,0.7949344132384977,194,0.8492584043028792,0.2794153127047222,0.9440075965061615,0.9382103375621837,0.9487794636410023,0.29583707248290936,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,Vitamins,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.855111038002248
0e190fad-4d8c-42d5-94e2-081cbdcf3d14,BCAA Powder 7,bcaa-powder-7,,1,BCAA Powder 7 - Premium quality.,,3,0.39938955556901545,373,0.86662597069344,0.6887513471002596,0.8907403066013384,0.797465225780268,0.7236214062016458,0.4824894837218527,Sample ingredients,2025-04-16 22:19:12,2025-06-28 13:12:03,,HealthySnacks,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.7342079268936553
