user_id,product_id,target,has_bought,has_wishlisted,has_reviewed,user_rating,gender,score_in_app,name,slug,category,product_sku,is_published,description,image_url,score,price,stock,calories,protein,carbs,fats,fiber,sugar,ingredients,allergens,created_at,updated_at,old_price,product_id_x,total_units_sold,product_id_y,wishlist_count,average_rating,review_count,avg_likes_per_review
224,9e091bc6-0412-4d06-a431-9eeef77a4054,1,0,1,0,0.0,,783,Almond Protein 5,almond-protein-5,EnergyDrinks,,1,Almond Protein 5 - Premium quality.,,5,68.21,156,156,9.0,70.0,40.0,5.0,31.0,Sample ingredients,soy,2025-04-16 22:19:13,2025-04-16 22:19:13,,9e091bc6-0412-4d06-a431-9eeef77a4054,31.0,9e091bc6-0412-4d06-a431-9eeef77a4054,19.0,2.0,1.0,0.0
27,6c6a0320-edb0-40b5-ab48-0f14decce247,1,0,1,0,0.0,,161,Chia Seeds 15,chia-seeds-15,Supplements,,1,Chia Seeds 15 - Premium quality.,,4,44.03,563,78,30.0,71.0,11.0,26.0,6.0,Sample ingredients,"eggs,nuts,lactose",2025-04-16 22:19:11,2025-04-16 22:19:11,,,0.0,6c6a0320-edb0-40b5-ab48-0f14decce247,3.0,0.0,0.0,0.0
549,df074d26-1f0f-4f69-8f94-da90f970b563,1,0,1,0,0.0,,258,Low Sugar Snack 12,low-sugar-snack-12,WeightLoss,,1,Low Sugar Snack 12 - Premium quality.,,4,51.3,310,221,19.0,11.0,25.0,0.0,10.0,Sample ingredients,"fish,lactose,nuts",2025-04-16 22:19:13,2025-04-16 22:19:13,,df074d26-1f0f-4f69-8f94-da90f970b563,11.0,df074d26-1f0f-4f69-8f94-da90f970b563,4.0,0.0,0.0,0.0
327,cfe02f20-d517-43b8-a846-e7311bebaf49,1,1,0,0,0.0,,796,Whey Protein 5,whey-protein-5,Detox,,1,Whey Protein 5 - Premium quality.,,3,66.14,759,229,49.0,81.0,34.0,20.0,10.0,Sample ingredients,lactose,2025-04-16 22:19:11,2025-04-16 22:19:11,,cfe02f20-d517-43b8-a846-e7311bebaf49,13.0,,0.0,0.0,0.0,0.0
458,90cc4a00-a957-4f5f-b6ac-0fbe355af248,1,0,1,0,0.0,,1439,Protein Cookie 5,protein-cookie-5,OrganicFoods,,1,Protein Cookie 5 - Premium quality.,,3,22.12,222,357,25.0,59.0,8.0,23.0,11.0,Sample ingredients,"gluten,fish,lactose",2025-04-16 22:19:12,2025-04-16 22:19:12,,90cc4a00-a957-4f5f-b6ac-0fbe355af248,4.0,90cc4a00-a957-4f5f-b6ac-0fbe355af248,4.0,0.0,0.0,0.0
411,39279dd8-2f12-481d-83b0-aaf9b2753a1f,1,1,0,0,0.0,,514,Energy Bar 13,energy-bar-13,Vitamins,,1,Energy Bar 13 - Premium quality.,,3,88.76,757,262,22.0,41.0,39.0,1.0,34.0,Sample ingredients,none,2025-04-16 22:19:11,2025-04-16 22:19:11,,39279dd8-2f12-481d-83b0-aaf9b2753a1f,12.0,39279dd8-2f12-481d-83b0-aaf9b2753a1f,4.0,0.0,0.0,0.0
444,f784bd6b-ce2b-4a5d-b37d-79285f6d22b4,1,1,0,0,0.0,,608,Joint Support 7,joint-support-7,EnergyDrinks,,1,Joint Support 7 - Premium quality.,,4,40.33,559,154,21.0,80.0,26.0,17.0,26.0,Sample ingredients,none,2025-04-16 22:19:12,2025-04-16 22:19:12,,f784bd6b-ce2b-4a5d-b37d-79285f6d22b4,25.0,f784bd6b-ce2b-4a5d-b37d-79285f6d22b4,2.0,4.0,2.0,25.5
605,4e6cd3d6-6191-4528-a486-270129b78302,1,0,1,0,0.0,,1864,Creatine Monohydrate 12,creatine-monohydrate-12,HealthySnacks,,1,Creatine Monohydrate 12 - Premium quality.,,5,68.1,601,88,24.0,14.0,26.0,25.0,37.0,Sample ingredients,fish,2025-04-16 22:19:13,2025-04-16 22:19:13,,4e6cd3d6-6191-4528-a486-270129b78302,8.0,4e6cd3d6-6191-4528-a486-270129b78302,5.0,0.0,0.0,0.0
482,2aedecf7-0d63-4b14-b216-cd642899a827,1,1,0,0,0.0,,1566,Vegan Gummies 4,vegan-gummies-4,EnergyDrinks,,1,Vegan Gummies 4 - Premium quality.,,5,74.23,74,199,20.0,19.0,17.0,1.0,24.0,Sample ingredients,none,2025-04-16 22:19:13,2025-04-16 22:19:13,,2aedecf7-0d63-4b14-b216-cd642899a827,26.0,2aedecf7-0d63-4b14-b216-cd642899a827,5.0,5.0,1.0,42.0
912,76f3db8b-c15f-44af-a85f-26df18ea761d,1,1,0,0,0.0,,1718,Probiotic Gummies 7,probiotic-gummies-7,WeightLoss,,1,Probiotic Gummies 7 - Premium quality.,,4,45.89,938,131,7.0,9.0,34.0,4.0,31.0,Sample ingredients,"lactose,eggs",2025-04-16 22:19:13,2025-04-16 22:19:13,,76f3db8b-c15f-44af-a85f-26df18ea761d,16.0,76f3db8b-c15f-44af-a85f-26df18ea761d,1.0,0.0,0.0,0.0
979,610ce4c9-4be3-45d3-a0ae-5e46cb4a66b1,1,1,0,0,0.0,,1117,Fiber Boost 7,fiber-boost-7,WeightLoss,,1,Fiber Boost 7 - Premium quality.,,5,55.23,706,82,46.0,37.0,30.0,29.0,40.0,Sample ingredients,"gluten,nuts,eggs",2025-04-16 22:19:12,2025-04-16 22:19:12,,610ce4c9-4be3-45d3-a0ae-5e46cb4a66b1,25.0,610ce4c9-4be3-45d3-a0ae-5e46cb4a66b1,4.0,4.0,4.0,17.25
43,4b2b7224-b7f3-44de-8454-133518258cd1,1,1,0,0,0.0,,334,Vegan Gummies 7,vegan-gummies-7,OrganicFoods,,1,Vegan Gummies 7 - Premium quality.,,4,53.02,847,118,45.0,58.0,16.0,9.0,3.0,Sample ingredients,"gluten,fish,eggs",2025-04-16 22:19:13,2025-04-16 22:19:13,,4b2b7224-b7f3-44de-8454-133518258cd1,35.0,4b2b7224-b7f3-44de-8454-133518258cd1,11.0,4.5,2.0,37.5
117,424f9ead-0b7f-49f5-aaaa-29bcc4052826,1,1,0,0,0.0,,1653,Probiotic Gummies 19,probiotic-gummies-19,HealthySnacks,,1,Probiotic Gummies 19 - Premium quality.,,5,32.14,519,120,46.0,7.0,18.0,24.0,31.0,Sample ingredients,"soy,gluten,fish",2025-04-16 22:19:13,2025-04-16 22:19:13,,424f9ead-0b7f-49f5-aaaa-29bcc4052826,17.0,424f9ead-0b7f-49f5-aaaa-29bcc4052826,3.0,0.0,0.0,0.0
504,04ff23f1-ea72-4d9b-af99-9b43d9bf2a44,1,1,0,0,0.0,,846,Caffeine Tablets 2,caffeine-tablets-2,Detox,,1,Caffeine Tablets 2 - Premium quality.,,3,49.48,484,168,18.0,63.0,50.0,9.0,14.0,Sample ingredients,"soy,eggs",2025-04-16 22:19:13,2025-04-16 22:19:13,,04ff23f1-ea72-4d9b-af99-9b43d9bf2a44,32.0,04ff23f1-ea72-4d9b-af99-9b43d9bf2a44,15.0,4.333333333333333,3.0,18.0
801,40dd1cf0-5d1f-4b96-a115-7a8b36f32b0d,1,0,1,0,0.0,,1527,Meal Shake 10,meal-shake-10,OrganicFoods,,1,Meal Shake 10 - Premium quality.,,4,37.86,501,72,12.0,6.0,27.0,27.0,33.0,Sample ingredients,"nuts,lactose,soy",2025-04-16 22:19:13,2025-04-16 22:19:13,,40dd1cf0-5d1f-4b96-a115-7a8b36f32b0d,22.0,40dd1cf0-5d1f-4b96-a115-7a8b36f32b0d,6.0,0.0,0.0,0.0
842,aaa7706d-5f4a-4bd5-abf5-648a294b2c22,1,1,0,0,0.0,,1879,Thermogenic Formula 5,thermogenic-formula-5,EnergyDrinks,,1,Thermogenic Formula 5 - Premium quality.,,4,85.98,665,214,28.0,38.0,15.0,23.0,10.0,Sample ingredients,gluten,2025-04-16 22:19:13,2025-04-16 22:19:13,,aaa7706d-5f4a-4bd5-abf5-648a294b2c22,19.0,aaa7706d-5f4a-4bd5-abf5-648a294b2c22,2.0,3.0,1.0,3.0
997,6812a2c3-2147-41af-90cf-a737ab02e3c3,1,0,1,0,0.0,,741,Low Sugar Snack 20,low-sugar-snack-20,OrganicFoods,,1,Low Sugar Snack 20 - Premium quality.,,4,63.63,387,207,31.0,21.0,28.0,2.0,21.0,Sample ingredients,"soy,nuts",2025-04-16 22:19:13,2025-04-16 22:19:13,,6812a2c3-2147-41af-90cf-a737ab02e3c3,35.0,6812a2c3-2147-41af-90cf-a737ab02e3c3,5.0,4.0,4.0,30.75
52,44dc7ce7-5a42-4960-a552-0635ef02c939,1,1,0,0,0.0,,1870,Herbal Detox 12,herbal-detox-12,OrganicFoods,,1,Herbal Detox 12 - Premium quality.,,3,34.04,891,111,2.0,65.0,37.0,6.0,19.0,Sample ingredients,"fish,nuts,eggs",2025-04-16 22:19:12,2025-04-16 22:19:12,,44dc7ce7-5a42-4960-a552-0635ef02c939,32.0,44dc7ce7-5a42-4960-a552-0635ef02c939,9.0,3.5,2.0,10.5
942,11b052e4-9948-4cc2-8557-6fc360091dfd,1,1,0,0,0.0,,1530,Sleep Support 6,sleep-support-6,Supplements,,1,Sleep Support 6 - Premium quality.,,3,14.94,669,91,14.0,29.0,6.0,20.0,10.0,Sample ingredients,"soy,gluten",2025-04-16 22:19:12,2025-04-16 22:19:12,,11b052e4-9948-4cc2-8557-6fc360091dfd,20.0,11b052e4-9948-4cc2-8557-6fc360091dfd,4.0,5.0,1.0,33.0
515,48d51432-4d4c-40cd-9d04-20ee2edec490,1,0,1,0,0.0,,1453,Hydration Drink 8,hydration-drink-8,Detox,,1,Hydration Drink 8 - Premium quality.,,3,39.02,299,370,47.0,24.0,10.0,9.0,35.0,Sample ingredients,nuts,2025-04-16 22:19:13,2025-04-16 22:19:13,,48d51432-4d4c-40cd-9d04-20ee2edec490,20.0,48d51432-4d4c-40cd-9d04-20ee2edec490,6.0,0.0,0.0,0.0
461,81b659ca-f554-47b2-b6e2-6b0f7484f0ce,1,1,0,0,0.0,,1613,Energy Shot 8,energy-shot-8,WeightLoss,,1,Energy Shot 8 - Premium quality.,,4,25.16,334,81,45.0,35.0,30.0,14.0,4.0,Sample ingredients,none,2025-04-16 22:19:13,2025-04-16 22:19:13,,81b659ca-f554-47b2-b6e2-6b0f7484f0ce,25.0,81b659ca-f554-47b2-b6e2-6b0f7484f0ce,4.0,0.0,0.0,0.0
942,16d735ed-b24b-445f-b2b2-cb3073b1294c,1,1,0,0,0.0,,1530,Multivitamin 8,multivitamin-8,Vitamins,,1,Multivitamin 8 - Premium quality.,,5,28.66,970,214,41.0,24.0,4.0,6.0,5.0,Sample ingredients,"soy,eggs",2025-04-16 22:19:11,2025-04-16 22:19:11,,16d735ed-b24b-445f-b2b2-cb3073b1294c,40.0,16d735ed-b24b-445f-b2b2-cb3073b1294c,14.0,0.0,0.0,0.0
530,b53f342c-6c4a-4cda-bc4e-868957c9f321,1,0,1,0,0.0,,565,Energy Shot 13,energy-shot-13,Detox,,1,Energy Shot 13 - Premium quality.,,5,16.95,260,52,10.0,36.0,19.0,5.0,20.0,Sample ingredients,"fish,nuts",2025-04-16 22:19:13,2025-04-16 22:19:13,,b53f342c-6c4a-4cda-bc4e-868957c9f321,40.0,b53f342c-6c4a-4cda-bc4e-868957c9f321,16.0,4.0,1.0,21.0
319,54bc5f2d-b6b7-42a2-b384-9bb1cc9f72e6,1,0,1,0,0.0,,976,Low Sugar Snack 1,low-sugar-snack-1,EnergyDrinks,,1,Low Sugar Snack 1 - Premium quality.,,3,87.22,52,295,12.0,90.0,26.0,5.0,11.0,Sample ingredients,"eggs,fish",2025-04-16 22:19:13,2025-04-16 22:19:13,,54bc5f2d-b6b7-42a2-b384-9bb1cc9f72e6,21.0,54bc5f2d-b6b7-42a2-b384-9bb1cc9f72e6,5.0,5.0,2.0,40.0
197,2a94732b-76c7-472f-8570-4a583541e4f2,1,0,1,0,0.0,,1304,Vegan Gummies 20,vegan-gummies-20,EnergyDrinks,,1,Vegan Gummies 20 - Premium quality.,,4,96.34,363,299,1.0,70.0,28.0,21.0,1.0,Sample ingredients,lactose,2025-04-16 22:19:13,2025-04-16 22:19:13,,2a94732b-76c7-472f-8570-4a583541e4f2,7.0,2a94732b-76c7-472f-8570-4a583541e4f2,6.0,0.0,0.0,0.0
66,6ec05983-1f6b-47fd-9bed-b47c14892466,1,1,0,0,0.0,,1221,Chia Seeds 13,chia-seeds-13,Supplements,,1,Chia Seeds 13 - Premium quality.,,4,27.23,481,326,18.0,48.0,17.0,10.0,31.0,Sample ingredients,gluten,2025-04-16 22:19:11,2025-04-16 22:19:11,,6ec05983-1f6b-47fd-9bed-b47c14892466,17.0,6ec05983-1f6b-47fd-9bed-b47c14892466,10.0,3.5,2.0,25.5
413,6950a6a6-ec0c-497c-b53e-7fd9b48e2968,1,1,0,0,0.0,,646,Immune Gummies 18,immune-gummies-18,Vitamins,,1,Immune Gummies 18 - Premium quality.,,4,36.25,943,364,37.0,26.0,9.0,6.0,2.0,Sample ingredients,eggs,2025-04-16 22:19:13,2025-04-16 22:19:13,,6950a6a6-ec0c-497c-b53e-7fd9b48e2968,13.0,6950a6a6-ec0c-497c-b53e-7fd9b48e2968,4.0,0.0,0.0,0.0
557,5ee55852-fd32-46b8-a3fa-3b1a22ced7af,1,1,0,1,2.0,,693,Herbal Detox 8,herbal-detox-8,OrganicFoods,,1,Herbal Detox 8 - Premium quality.,,3,33.24,266,176,13.0,60.0,7.0,29.0,9.0,Sample ingredients,"fish,gluten",2025-04-16 22:19:12,2025-04-16 22:19:12,,5ee55852-fd32-46b8-a3fa-3b1a22ced7af,32.0,5ee55852-fd32-46b8-a3fa-3b1a22ced7af,13.0,3.0,2.0,23.0
791,b74b354f-8ff4-4ec7-9110-0d8b98b06270,1,1,0,0,0.0,,829,Vegan Protein 4,vegan-protein-4,Vitamins,,1,Vegan Protein 4 - Premium quality.,,5,21.06,757,331,1.0,43.0,18.0,30.0,8.0,Sample ingredients,gluten,2025-04-16 22:19:12,2025-04-16 22:19:12,,b74b354f-8ff4-4ec7-9110-0d8b98b06270,10.0,b74b354f-8ff4-4ec7-9110-0d8b98b06270,4.0,5.0,2.0,15.0
625,70974340-18dd-45d8-b046-2bad3a41179f,1,0,1,0,0.0,,1528,Detox Capsules 14,detox-capsules-14,Detox,,1,Detox Capsules 14 - Premium quality.,,4,45.07,225,132,37.0,37.0,19.0,18.0,18.0,Sample ingredients,eggs,2025-04-16 22:19:13,2025-04-16 22:19:13,,70974340-18dd-45d8-b046-2bad3a41179f,34.0,70974340-18dd-45d8-b046-2bad3a41179f,15.0,4.333333333333333,3.0,30.666666666666668
751,37c7364e-4b8d-4341-abcf-23d370f5a01d,1,0,1,0,0.0,,187,Collagen Powder 1,collagen-powder-1,Vitamins,,1,Collagen Powder 1 - Premium quality.,,4,92.0,339,279,15.0,1.0,1.0,29.0,12.0,Sample ingredients,none,2025-04-16 22:19:12,2025-04-16 22:19:12,,37c7364e-4b8d-4341-abcf-23d370f5a01d,15.0,37c7364e-4b8d-4341-abcf-23d370f5a01d,5.0,4.0,1.0,29.0
850,809e0081-1c38-43be-8b2a-017599841e13,1,1,0,0,0.0,,1482,Biotin 15,biotin-15,OrganicFoods,,1,Biotin 15 - Premium quality.,,4,18.61,54,154,32.0,71.0,48.0,9.0,21.0,Sample ingredients,soy,2025-04-16 22:19:12,2025-04-16 22:19:12,,809e0081-1c38-43be-8b2a-017599841e13,17.0,,0.0,3.0,1.0,5.0
212,b80b833d-d51b-489f-92c5-9a75aa74307e,1,1,0,1,4.0,,724,Prebiotic Capsules 20,prebiotic-capsules-20,Vitamins,,1,Prebiotic Capsules 20 - Premium quality.,,4,48.82,50,75,41.0,9.0,7.0,2.0,24.0,Sample ingredients,"gluten,soy",2025-04-16 22:19:13,2025-04-16 22:19:13,,b80b833d-d51b-489f-92c5-9a75aa74307e,23.0,b80b833d-d51b-489f-92c5-9a75aa74307e,3.0,4.0,1.0,10.0
91,1b89bb4f-540f-426b-b971-c0eb78c7976d,1,0,1,0,0.0,,175,Energy Bar 14,energy-bar-14,EnergyDrinks,,1,Energy Bar 14 - Premium quality.,,4,37.35,18,77,19.0,71.0,48.0,28.0,31.0,Sample ingredients,gluten,2025-04-16 22:19:11,2025-04-16 22:19:11,,1b89bb4f-540f-426b-b971-c0eb78c7976d,18.0,1b89bb4f-540f-426b-b971-c0eb78c7976d,6.0,0.0,0.0,0.0
89,3a2503b0-05fc-48f9-957f-73ba18d62aee,1,0,1,0,0.0,,490,BCAA Powder 11,bcaa-powder-11,Detox,,1,BCAA Powder 11 - Premium quality.,,5,10.72,524,363,11.0,95.0,10.0,11.0,8.0,Sample ingredients,"eggs,lactose,gluten",2025-04-16 22:19:12,2025-04-16 22:19:12,,3a2503b0-05fc-48f9-957f-73ba18d62aee,16.0,3a2503b0-05fc-48f9-957f-73ba18d62aee,6.0,3.0,2.0,3.0
401,4bd60ae6-d944-4e03-82e0-23eb1f527b41,1,1,0,0,0.0,,1322,Energy Shot 2,energy-shot-2,EnergyDrinks,,1,Energy Shot 2 - Premium quality.,,3,36.42,814,94,31.0,66.0,3.0,1.0,4.0,Sample ingredients,"eggs,fish",2025-04-16 22:19:13,2025-04-16 22:19:13,,4bd60ae6-d944-4e03-82e0-23eb1f527b41,20.0,4bd60ae6-d944-4e03-82e0-23eb1f527b41,5.0,4.0,2.0,26.0
782,d71e1b89-be5a-4688-accb-4d333ce63bcf,1,0,1,0,0.0,,147,Magnesium Complex 8,magnesium-complex-8,EnergyDrinks,,1,Magnesium Complex 8 - Premium quality.,,4,50.66,268,129,22.0,16.0,26.0,26.0,3.0,Sample ingredients,soy,2025-04-16 22:19:11,2025-04-16 22:19:11,,d71e1b89-be5a-4688-accb-4d333ce63bcf,29.0,d71e1b89-be5a-4688-accb-4d333ce63bcf,7.0,5.0,1.0,17.0
264,16d735ed-b24b-445f-b2b2-cb3073b1294c,1,0,1,0,0.0,,430,Multivitamin 8,multivitamin-8,Vitamins,,1,Multivitamin 8 - Premium quality.,,5,28.66,970,214,41.0,24.0,4.0,6.0,5.0,Sample ingredients,"soy,eggs",2025-04-16 22:19:11,2025-04-16 22:19:11,,16d735ed-b24b-445f-b2b2-cb3073b1294c,40.0,16d735ed-b24b-445f-b2b2-cb3073b1294c,14.0,0.0,0.0,0.0
97,47a582a3-0ae7-4de1-add0-0f0f15676f55,1,1,0,0,0.0,,1975,Immune Boost 13,immune-boost-13,Supplements,,1,Immune Boost 13 - Premium quality.,,5,83.48,637,209,25.0,35.0,6.0,4.0,1.0,Sample ingredients,none,2025-04-16 22:19:12,2025-04-16 22:19:12,,47a582a3-0ae7-4de1-add0-0f0f15676f55,31.0,47a582a3-0ae7-4de1-add0-0f0f15676f55,18.0,2.0,2.0,3.0
931,b711c821-55b2-46e2-accd-63d36a8656da,1,1,0,0,0.0,,1294,Meal Shake 4,meal-shake-4,HealthySnacks,,1,Meal Shake 4 - Premium quality.,,4,76.63,903,363,2.0,2.0,48.0,27.0,16.0,Sample ingredients,soy,2025-04-16 22:19:13,2025-04-16 22:19:13,,b711c821-55b2-46e2-accd-63d36a8656da,7.0,b711c821-55b2-46e2-accd-63d36a8656da,7.0,0.0,0.0,0.0
958,ab77358f-3531-41e3-8d74-9e6301929e28,1,0,1,0,0.0,,1814,Energy Gel 12,energy-gel-12,Vitamins,,1,Energy Gel 12 - Premium quality.,,4,48.38,899,301,13.0,22.0,30.0,21.0,40.0,Sample ingredients,fish,2025-04-16 22:19:12,2025-04-16 22:19:12,,ab77358f-3531-41e3-8d74-9e6301929e28,13.0,ab77358f-3531-41e3-8d74-9e6301929e28,6.0,0.0,0.0,0.0
536,d5955470-3e7a-4957-9652-0eb6a5584203,1,1,0,0,0.0,,914,Isolate Protein 4,isolate-protein-4,HealthySnacks,,1,Isolate Protein 4 - Premium quality.,,3,64.48,731,124,13.0,22.0,9.0,20.0,20.0,Sample ingredients,eggs,2025-04-16 22:19:13,2025-04-16 22:19:13,,d5955470-3e7a-4957-9652-0eb6a5584203,32.0,d5955470-3e7a-4957-9652-0eb6a5584203,8.0,5.0,1.0,43.0
