user_id,product_id,target,has_bought,has_wishlisted,has_reviewed,user_rating,gender,score_in_app,name,slug,category,product_sku,is_published,description,image_url,score,price,stock,calories,protein,carbs,fats,fiber,sugar,ingredients,allergens,created_at,updated_at,old_price,total_units_sold,wishlist_count,average_rating,review_count,avg_likes_per_review
517,c1772422-24cf-4fdc-9981-050900563624,0,0,0,0,0,,1131,Electrolyte Mix 1,electrolyte-mix-1,EnergyDrinks,,1,Electrolyte Mix 1 - Premium quality.,,3,30.6,405,161,1.0,61.0,27.0,1.0,25.0,Sample ingredients,"fish,soy",2025-04-16 22:19:12,2025-04-16 22:19:12,,27.0,5.0,4.0,1.0,33.0
216,f6d8524e-e821-4f42-bedc-630d63328254,0,0,0,0,0,,1999,Vegan Gummies 11,vegan-gummies-11,Detox,,1,Vegan Gummies 11 - Premium quality.,,3,97.07,906,351,16.0,0.0,5.0,14.0,6.0,Sample ingredients,gluten,2025-04-16 22:19:13,2025-04-16 22:19:13,,7.0,4.0,4.0,1.0,21.0
108,1f68604b-99f4-4ee1-b081-011e71cc7b8d,0,0,0,0,0,,1449,Vitamin C 17,vitamin-c-17,OrganicFoods,,1,Vitamin C 17 - Premium quality.,,3,70.41,624,350,5.0,27.0,3.0,23.0,13.0,Sample ingredients,"soy,fish",2025-04-16 22:19:11,2025-04-16 22:19:11,,10.0,7.0,2.0,2.0,3.5
79,4fee9b49-c52c-49c3-ba26-abbad73f1b67,0,0,0,0,0,,1039,Immune Gummies 7,immune-gummies-7,WeightLoss,,1,Immune Gummies 7 - Premium quality.,,4,27.89,66,302,34.0,90.0,24.0,15.0,6.0,Sample ingredients,none,2025-04-16 22:19:13,2025-04-16 22:19:13,,31.0,16.0,3.0,1.0,2.0
392,c8823647-7da5-44d0-b8d3-577b54b26ee1,0,0,0,0,0,,1633,Superfood Blend 12,superfood-blend-12,Vitamins,,1,Superfood Blend 12 - Premium quality.,,4,64.88,20,277,46.0,45.0,8.0,25.0,27.0,Sample ingredients,none,2025-04-16 22:19:13,2025-04-16 22:19:13,,9.0,3.0,0.0,0.0,0.0
418,9d558376-dd3a-4927-b83c-54635ca8d96f,0,0,0,0,0,,205,BCAA Powder 12,bcaa-powder-12,WeightLoss,,1,BCAA Powder 12 - Premium quality.,,5,89.04,534,170,49.0,63.0,19.0,22.0,32.0,Sample ingredients,nuts,2025-04-16 22:19:12,2025-04-16 22:19:12,,0.0,1.0,0.0,0.0,0.0
440,5247f7a8-121d-461e-967e-28d2db5b35c8,0,0,0,0,0,,242,Apple Cider Vinegar 5,apple-cider-vinegar-5,WeightLoss,,1,Apple Cider Vinegar 5 - Premium quality.,,4,77.74,862,396,46.0,61.0,12.0,17.0,23.0,Sample ingredients,"soy,eggs",2025-04-16 22:19:12,2025-04-16 22:19:12,,22.0,3.0,5.0,1.0,24.0
270,0e070ee6-fb5d-4328-8726-41aa5aa59313,0,0,0,0,0,,1349,Electrolyte Mix 13,electrolyte-mix-13,Vitamins,,1,Electrolyte Mix 13 - Premium quality.,,4,63.15,194,348,2.0,77.0,39.0,25.0,2.0,Sample ingredients,"fish,lactose",2025-04-16 22:19:12,2025-04-16 22:19:12,,16.0,4.0,0.0,0.0,0.0
743,d3796f31-4536-49cf-bd5b-8b8f1e8ac4fc,0,0,0,0,0,,59,Plant Protein 20,plant-protein-20,OrganicFoods,,1,Plant Protein 20 - Premium quality.,,3,34.77,207,344,24.0,96.0,11.0,14.0,26.0,Sample ingredients,"gluten,lactose,eggs",2025-04-16 22:19:13,2025-04-16 22:19:13,,8.0,1.0,4.0,1.0,41.0
327,b6cecb72-4ec1-4c03-becc-db5822c4b677,0,0,0,0,0,,796,Joint Support 19,joint-support-19,OrganicFoods,,1,Joint Support 19 - Premium quality.,,4,63.61,528,229,42.0,91.0,17.0,26.0,21.0,Sample ingredients,none,2025-04-16 22:19:12,2025-04-16 22:19:12,,34.0,10.0,4.5,2.0,31.0
490,be9ca3fc-412b-42e1-adea-41efe121f550,0,0,0,0,0,,962,Green Tea 2,green-tea-2,Detox,,1,Green Tea 2 - Premium quality.,,4,20.04,221,149,31.0,14.0,15.0,24.0,32.0,Sample ingredients,"fish,lactose,gluten",2025-04-16 22:19:11,2025-04-16 22:19:11,,0.0,4.0,0.0,0.0,0.0
274,00465fce-0e8f-465f-8e1e-da8008d5938f,0,0,0,0,0,,460,Immune Gummies 17,immune-gummies-17,Supplements,,1,Immune Gummies 17 - Premium quality.,,4,22.17,90,82,24.0,82.0,31.0,26.0,11.0,Sample ingredients,eggs,2025-04-16 22:19:13,2025-04-16 22:19:13,,33.0,18.0,3.5,2.0,24.0
925,4bd60ae6-d944-4e03-82e0-23eb1f527b41,0,0,0,0,0,,249,Energy Shot 2,energy-shot-2,EnergyDrinks,,1,Energy Shot 2 - Premium quality.,,3,36.42,814,94,31.0,66.0,3.0,1.0,4.0,Sample ingredients,"eggs,fish",2025-04-16 22:19:13,2025-04-16 22:19:13,,20.0,5.0,4.0,2.0,26.0
391,e4d80029-84df-424d-82ae-76717e2f9455,0,0,0,0,0,,434,Caffeine Tablets 1,caffeine-tablets-1,Supplements,,1,Caffeine Tablets 1 - Premium quality.,,3,56.62,305,395,24.0,90.0,12.0,22.0,35.0,Sample ingredients,gluten,2025-04-16 22:19:13,2025-04-16 22:19:13,,11.0,3.0,0.0,0.0,0.0
907,6263373b-cd05-4aab-ba68-cdc22609bf74,0,0,0,0,0,,811,Meal Replacement 7,meal-replacement-7,Vitamins,,1,Meal Replacement 7 - Premium quality.,,4,34.45,993,62,15.0,8.0,50.0,6.0,29.0,Sample ingredients,none,2025-04-16 22:19:12,2025-04-16 22:19:12,,30.0,11.0,2.0,3.0,13.666666666666666
850,ea327955-64a8-44bc-9e41-1d74c2173270,0,0,0,0,0,,1482,Protein Cookie 20,protein-cookie-20,EnergyDrinks,,1,Protein Cookie 20 - Premium quality.,,3,36.4,396,392,48.0,2.0,20.0,22.0,7.0,Sample ingredients,"gluten,lactose,eggs",2025-04-16 22:19:12,2025-04-16 22:19:12,,20.0,2.0,0.0,0.0,0.0
451,7164c2e7-5d59-4eda-b473-860d43165220,0,0,0,0,0,,355,Superfood Blend 10,superfood-blend-10,WeightLoss,,1,Superfood Blend 10 - Premium quality.,,3,75.36,819,112,15.0,19.0,9.0,6.0,20.0,Sample ingredients,none,2025-04-16 22:19:13,2025-04-16 22:19:13,,24.0,4.0,4.0,1.0,19.0
52,13d02bf8-af94-4343-9bf4-3c7ff8413746,0,0,0,0,0,,1870,Magnesium Complex 15,magnesium-complex-15,EnergyDrinks,,1,Magnesium Complex 15 - Premium quality.,,3,89.85,495,346,50.0,59.0,12.0,13.0,16.0,Sample ingredients,eggs,2025-04-16 22:19:11,2025-04-16 22:19:11,,7.0,3.0,0.0,0.0,0.0
417,ece5e87c-5fd6-4131-8805-9865f73d6170,0,0,0,0,0,,566,L-Glutamine 9,l-glutamine-9,OrganicFoods,,1,L-Glutamine 9 - Premium quality.,,4,35.46,451,173,39.0,64.0,32.0,25.0,33.0,Sample ingredients,"soy,gluten,lactose",2025-04-16 22:19:13,2025-04-16 22:19:13,,16.0,2.0,0.0,0.0,0.0
69,bad12529-8f71-4b0a-a84b-76d872ee2090,0,0,0,0,0,,1083,Protein Bar 2,protein-bar-2,Detox,,1,Protein Bar 2 - Premium quality.,,3,66.14,62,290,3.0,10.0,3.0,6.0,34.0,Sample ingredients,soy,2025-04-16 22:19:12,2025-04-16 22:19:12,,0.0,1.0,0.0,0.0,0.0
878,001552a8-d8fe-4664-a969-e7ba91d3c314,0,0,0,0,0,,746,Collagen Powder 10,collagen-powder-10,WeightLoss,,1,Collagen Powder 10 - Premium quality.,,4,74.73,928,151,12.0,24.0,24.0,6.0,23.0,Sample ingredients,none,2025-04-16 22:19:12,2025-04-16 22:19:12,,25.0,3.0,2.6666666666666665,3.0,5.0
